Planta,Centro,Producto,Cliente,Costo_Plant_Centro,Costo_Centro_Cliente
Planta_1,Centro_9,Producto_4,Cliente_9,6.92,4.0
Planta_1,Centro_9,Producto_5,Cliente_9,9.06,12.64
Planta_1,Centro_9,Producto_1,Cliente_10,6.04,14.61
Planta_1,Centro_9,Producto_2,Cliente_10,5.34,14.81
Planta_1,Centro_9,Producto_3,Cliente_10,7.34,10.62
Planta_1,Centro_9,Producto_4,Cliente_10,3.33,13.58
Planta_1,Centro_9,Producto_5,Cliente_10,5.42,4.95
Planta_1,Centro_9,Producto_1,Cliente_11,2.1,9.72
Planta_1,Centro_9,Producto_2,Cliente_11,6.22,11.63
Planta_1,Centro_9,Producto_3,Cliente_11,9.12,3.95
Planta_1,Centro_9,Producto_4,Cliente_11,7.85,5.25
Planta_1,Centro_9,Producto_5,Cliente_11,8.87,12.83
Planta_1,Centro_9,Producto_1,Cliente_12,6.33,11.52
Planta_1,Centro_9,Producto_2,Cliente_12,4.51,8.65
Planta_1,Centro_9,Producto_3,Cliente_12,8.57,8.51
Planta_1,Centro_9,Producto_4,Cliente_12,4.86,8.93
Planta_1,Centro_9,Producto_5,Cliente_12,8.63,7.02
Planta_1,Centro_9,Producto_1,Cliente_13,3.39,11.54
Planta_1,Centro_9,Producto_2,Cliente_13,8.61,4.21
Planta_1,Centro_9,Producto_3,Cliente_13,3.92,4.7
Planta_1,Centro_9,Producto_4,Cliente_13,4.78,8.4
Planta_1,Centro_9,Producto_5,Cliente_13,7.99,10.81
Planta_1,Centro_9,Producto_1,Cliente_14,6.97,7.23
Planta_1,Centro_9,Producto_2,Cliente_14,8.73,8.66
Planta_1,Centro_9,Producto_3,Cliente_14,9.83,10.61
Planta_1,Centro_9,Producto_4,Cliente_14,3.01,11.11
Planta_1,Centro_9,Producto_5,Cliente_14,4.6,11.24
Planta_1,Centro_9,Producto_1,Cliente_15,2.56,5.1
Planta_1,Centro_9,Producto_2,Cliente_15,8.85,5.73
Planta_1,Centro_9,Producto_3,Cliente_15,8.7,6.35
Planta_1,Centro_9,Producto_4,Cliente_15,7.14,11.33
Planta_1,Centro_9,Producto_5,Cliente_15,6.1,6.66
Planta_1,Centro_9,Producto_1,Cliente_16,3.7,3.4
Planta_1,Centro_9,Producto_2,Cliente_16,4.43,10.84
Planta_1,Centro_9,Producto_3,Cliente_16,9.51,13.45
Planta_1,Centro_9,Producto_4,Cliente_16,8.13,12.46
Planta_1,Centro_9,Producto_5,Cliente_16,7.32,6.12
Planta_1,Centro_9,Producto_1,Cliente_17,9.26,11.05
Planta_1,Centro_9,Producto_2,Cliente_17,6.48,4.33
Planta_1,Centro_9,Producto_3,Cliente_17,5.58,8.52
Planta_1,Centro_9,Producto_4,Cliente_17,8.92,9.56
Planta_1,Centro_9,Producto_5,Cliente_17,5.04,14.72
Planta_1,Centro_9,Producto_1,Cliente_18,2.89,8.07
Planta_1,Centro_9,Producto_2,Cliente_18,2.34,11.88
Planta_1,Centro_9,Producto_3,Cliente_18,9.34,6.36
Planta_1,Centro_9,Producto_4,Cliente_18,8.87,6.51
Planta_1,Centro_9,Producto_5,Cliente_18,9.29,12.05
Planta_1,Centro_9,Producto_1,Cliente_19,8.44,3.22
Planta_1,Centro_9,Producto_2,Cliente_19,9.7,11.72
Planta_1,Centro_9,Producto_3,Cliente_19,4.44,12.95
Planta_1,Centro_9,Producto_4,Cliente_19,4.25,13.47
Planta_1,Centro_9,Producto_5,Cliente_19,2.9,11.44
Planta_1,Centro_9,Producto_1,Cliente_20,6.33,4.16
Planta_1,Centro_9,Producto_2,Cliente_20,3.94,3.15
Planta_1,Centro_9,Producto_3,Cliente_20,5.75,6.62
Planta_1,Centro_9,Producto_4,Cliente_20,6.79,6.57
Planta_1,Centro_9,Producto_5,Cliente_20,4.4,11.92
Planta_1,Centro_10,Producto_1,Cliente_1,2.39,13.83
Planta_1,Centro_10,Producto_2,Cliente_1,8.82,11.01
Planta_1,Centro_10,Producto_3,Cliente_1,6.75,13.71
Planta_1,Centro_10,Producto_4,Cliente_1,3.48,3.95
Planta_1,Centro_10,Producto_5,Cliente_1,3.92,12.53
Planta_1,Centro_10,Producto_1,Cliente_2,2.28,9.99
Planta_1,Centro_10,Producto_2,Cliente_2,9.96,13.27
Planta_1,Centro_10,Producto_3,Cliente_2,6.17,3.76
Planta_1,Centro_10,Producto_4,Cliente_2,8.65,10.19
Planta_1,Centro_10,Producto_5,Cliente_2,2.92,4.13
Planta_1,Centro_10,Producto_1,Cliente_3,9.28,11.03
Planta_1,Centro_10,Producto_2,Cliente_3,8.63,13.55
Planta_1,Centro_10,Producto_3,Cliente_3,6.57,9.21
Planta_1,Centro_10,Producto_4,Cliente_3,5.44,6.8
Planta_1,Centro_10,Producto_5,Cliente_3,5.48,12.29
Planta_1,Centro_10,Producto_1,Cliente_4,6.82,13.71
Planta_1,Centro_10,Producto_2,Cliente_4,5.55,10.29
Planta_1,Centro_10,Producto_3,Cliente_4,7.05,10.1
Planta_1,Centro_10,Producto_4,Cliente_4,7.62,5.85
Planta_1,Centro_10,Producto_5,Cliente_4,6.1,4.25
Planta_1,Centro_10,Producto_1,Cliente_5,5.08,8.85
Planta_1,Centro_10,Producto_2,Cliente_5,7.22,14.41
Planta_1,Centro_10,Producto_3,Cliente_5,6.81,11.92
Planta_1,Centro_10,Producto_4,Cliente_5,6.05,10.61
Planta_1,Centro_10,Producto_5,Cliente_5,2.57,6.05
Planta_1,Centro_10,Producto_1,Cliente_6,4.89,8.67
Planta_1,Centro_10,Producto_2,Cliente_6,2.37,4.68
Planta_1,Centro_10,Producto_3,Cliente_6,4.21,14.66
Planta_1,Centro_10,Producto_4,Cliente_6,4.65,8.78
Planta_1,Centro_10,Producto_5,Cliente_6,3.57,10.33
Planta_1,Centro_10,Producto_1,Cliente_7,4.25,5.48
Planta_1,Centro_10,Producto_2,Cliente_7,6.13,3.07
Planta_1,Centro_10,Producto_3,Cliente_7,2.06,5.63
Planta_1,Centro_10,Producto_4,Cliente_7,2.29,4.3
Planta_1,Centro_10,Producto_5,Cliente_7,4.71,12.63
Planta_1,Centro_10,Producto_1,Cliente_8,6.58,9.15
Planta_1,Centro_10,Producto_2,Cliente_8,4.35,14.18
Planta_1,Centro_10,Producto_3,Cliente_8,5.18,4.05
Planta_1,Centro_10,Producto_4,Cliente_8,6.94,4.37
Planta_1,Centro_10,Producto_5,Cliente_8,4.76,9.09
Planta_1,Centro_10,Producto_1,Cliente_9,8.99,8.92
Planta_1,Centro_10,Producto_2,Cliente_9,7.62,14.91
Planta_1,Centro_10,Producto_3,Cliente_9,3.05,6.3
Planta_1,Centro_10,Producto_4,Cliente_9,5.16,8.06
Planta_1,Centro_10,Producto_5,Cliente_9,5.29,13.89
Planta_1,Centro_10,Producto_1,Cliente_10,7.71,10.29
Planta_1,Centro_10,Producto_2,Cliente_10,4.47,12.89
Planta_1,Centro_10,Producto_3,Cliente_10,9.64,12.85
Planta_1,Centro_10,Producto_4,Cliente_10,2.01,10.64
Planta_1,Centro_10,Producto_5,Cliente_10,2.41,6.09
Planta_1,Centro_10,Producto_1,Cliente_11,2.48,10.25
Planta_1,Centro_10,Producto_2,Cliente_11,7.49,4.37
Planta_1,Centro_10,Producto_3,Cliente_11,5.07,8.47
Planta_1,Centro_10,Producto_4,Cliente_11,4.95,4.45
Planta_1,Centro_10,Producto_5,Cliente_11,5.35,12.01
Planta_1,Centro_10,Producto_1,Cliente_12,2.57,3.96
Planta_1,Centro_10,Producto_2,Cliente_12,4.84,14.3
Planta_1,Centro_10,Producto_3,Cliente_12,7.35,11.14
Planta_1,Centro_10,Producto_4,Cliente_12,4.9,10.12
Planta_1,Centro_10,Producto_5,Cliente_12,2.08,10.63
Planta_1,Centro_10,Producto_1,Cliente_13,9.31,10.35
Planta_1,Centro_10,Producto_2,Cliente_13,8.99,11.69
Planta_1,Centro_10,Producto_3,Cliente_13,2.96,13.83
Planta_1,Centro_10,Producto_4,Cliente_13,2.53,9.41
Planta_1,Centro_10,Producto_5,Cliente_13,3.14,3.14
Planta_1,Centro_10,Producto_1,Cliente_14,5.38,6.54
Planta_1,Centro_10,Producto_2,Cliente_14,5.89,9.93
Planta_1,Centro_10,Producto_3,Cliente_14,2.35,4.48
Planta_1,Centro_10,Producto_4,Cliente_14,6.47,7.12
Planta_1,Centro_10,Producto_5,Cliente_14,7.83,10.83
Planta_1,Centro_10,Producto_1,Cliente_15,8.76,11.31
Planta_1,Centro_10,Producto_2,Cliente_15,5.44,11.08
Planta_1,Centro_10,Producto_3,Cliente_15,4.2,6.68
Planta_1,Centro_10,Producto_4,Cliente_15,8.31,8.36
Planta_1,Centro_10,Producto_5,Cliente_15,8.39,12.87
Planta_1,Centro_10,Producto_1,Cliente_16,8.86,14.0
Planta_1,Centro_10,Producto_2,Cliente_16,5.45,6.83
Planta_1,Centro_10,Producto_3,Cliente_16,6.66,7.45
Planta_1,Centro_10,Producto_4,Cliente_16,6.81,11.47
Planta_1,Centro_10,Producto_5,Cliente_16,7.51,7.49
Planta_1,Centro_10,Producto_1,Cliente_17,3.33,8.17
Planta_1,Centro_10,Producto_2,Cliente_17,3.14,13.68
Planta_1,Centro_10,Producto_3,Cliente_17,4.77,4.85
Planta_1,Centro_10,Producto_4,Cliente_17,2.2,10.75
Planta_1,Centro_10,Producto_5,Cliente_17,7.1,7.09
Planta_1,Centro_10,Producto_1,Cliente_18,2.57,7.92
Planta_1,Centro_10,Producto_2,Cliente_18,4.49,11.13
Planta_1,Centro_10,Producto_3,Cliente_18,6.85,7.38
Planta_1,Centro_10,Producto_4,Cliente_18,3.74,14.86
Planta_1,Centro_10,Producto_5,Cliente_18,5.63,11.26
Planta_1,Centro_10,Producto_1,Cliente_19,3.12,8.83
Planta_1,Centro_10,Producto_2,Cliente_19,2.22,9.07
Planta_1,Centro_10,Producto_3,Cliente_19,9.71,7.61
Planta_1,Centro_10,Producto_4,Cliente_19,2.31,3.37
Planta_1,Centro_10,Producto_5,Cliente_19,5.1,4.92
Planta_1,Centro_10,Producto_1,Cliente_20,2.19,12.07
Planta_1,Centro_10,Producto_2,Cliente_20,5.67,6.47
Planta_1,Centro_10,Producto_3,Cliente_20,9.2,4.39
Planta_1,Centro_10,Producto_4,Cliente_20,9.65,6.77
Planta_1,Centro_10,Producto_5,Cliente_20,9.11,10.24
Planta_2,Centro_1,Producto_1,Cliente_1,8.61,14.81
Planta_2,Centro_1,Producto_2,Cliente_1,4.31,14.53
Planta_2,Centro_1,Producto_3,Cliente_1,5.12,7.63
Planta_2,Centro_1,Producto_4,Cliente_1,4.72,9.5
Planta_2,Centro_1,Producto_5,Cliente_1,3.23,9.64
Planta_2,Centro_1,Producto_1,Cliente_2,6.33,12.14
Planta_2,Centro_1,Producto_2,Cliente_2,8.67,8.29
Planta_2,Centro_1,Producto_3,Cliente_2,4.42,6.11
Planta_2,Centro_1,Producto_4,Cliente_2,3.56,3.69
Planta_2,Centro_1,Producto_5,Cliente_2,4.74,6.24
Planta_2,Centro_1,Producto_1,Cliente_3,9.73,9.69
Planta_2,Centro_1,Producto_2,Cliente_3,4.78,9.97
Planta_2,Centro_1,Producto_3,Cliente_3,3.11,8.33
Planta_2,Centro_1,Producto_4,Cliente_3,7.01,8.87
Planta_2,Centro_1,Producto_5,Cliente_3,5.21,14.93
Planta_2,Centro_1,Producto_1,Cliente_4,9.04,10.48
Planta_2,Centro_1,Producto_2,Cliente_4,6.56,10.45
Planta_2,Centro_1,Producto_3,Cliente_4,3.61,7.74
Planta_2,Centro_1,Producto_4,Cliente_4,2.32,8.71
Planta_2,Centro_1,Producto_5,Cliente_4,6.34,5.73
Planta_2,Centro_1,Producto_1,Cliente_5,9.71,13.91
Planta_2,Centro_1,Producto_2,Cliente_5,7.78,9.4
Planta_2,Centro_1,Producto_3,Cliente_5,8.96,4.57
Planta_2,Centro_1,Producto_4,Cliente_5,8.32,4.5
Planta_2,Centro_1,Producto_5,Cliente_5,8.35,6.31
Planta_2,Centro_1,Producto_1,Cliente_6,9.02,14.33
Planta_2,Centro_1,Producto_2,Cliente_6,3.19,8.55
Planta_2,Centro_1,Producto_3,Cliente_6,9.85,8.8
Planta_2,Centro_1,Producto_4,Cliente_6,8.91,10.06
Planta_2,Centro_1,Producto_5,Cliente_6,5.0,6.43
Planta_2,Centro_1,Producto_1,Cliente_7,3.63,12.14
Planta_2,Centro_1,Producto_2,Cliente_7,5.09,9.14
Planta_2,Centro_1,Producto_3,Cliente_7,5.94,9.93
Planta_2,Centro_1,Producto_4,Cliente_7,8.92,14.77
Planta_2,Centro_1,Producto_5,Cliente_7,5.26,12.93
Planta_2,Centro_1,Producto_1,Cliente_8,8.12,9.88
Planta_2,Centro_1,Producto_2,Cliente_8,9.65,5.41
Planta_2,Centro_1,Producto_3,Cliente_8,2.87,13.25
Planta_2,Centro_1,Producto_4,Cliente_8,5.51,13.16
Planta_2,Centro_1,Producto_5,Cliente_8,9.14,3.75
Planta_2,Centro_1,Producto_1,Cliente_9,9.07,8.38
Planta_2,Centro_1,Producto_2,Cliente_9,6.08,10.52
Planta_2,Centro_1,Producto_3,Cliente_9,9.41,3.23
Planta_2,Centro_1,Producto_4,Cliente_9,5.81,11.25
Planta_2,Centro_1,Producto_5,Cliente_9,7.78,11.31
Planta_2,Centro_1,Producto_1,Cliente_10,3.08,6.59
Planta_2,Centro_1,Producto_2,Cliente_10,4.87,12.65
Planta_2,Centro_1,Producto_3,Cliente_10,4.23,5.53
Planta_2,Centro_1,Producto_4,Cliente_10,9.66,3.11
Planta_2,Centro_1,Producto_5,Cliente_10,9.98,11.12
Planta_2,Centro_1,Producto_1,Cliente_11,8.63,6.54
Planta_2,Centro_1,Producto_2,Cliente_11,2.11,11.85
Planta_2,Centro_1,Producto_3,Cliente_11,8.67,11.89
Planta_2,Centro_1,Producto_4,Cliente_11,3.14,12.04
Planta_2,Centro_1,Producto_5,Cliente_11,8.15,10.9
Planta_2,Centro_1,Producto_1,Cliente_12,8.13,13.15
Planta_2,Centro_1,Producto_2,Cliente_12,6.91,4.06
Planta_2,Centro_1,Producto_3,Cliente_12,5.9,3.93
Planta_2,Centro_1,Producto_4,Cliente_12,5.26,7.89
Planta_2,Centro_1,Producto_5,Cliente_12,2.53,7.19
Planta_2,Centro_1,Producto_1,Cliente_13,2.89,12.7
Planta_2,Centro_1,Producto_2,Cliente_13,9.58,3.87
Planta_2,Centro_1,Producto_3,Cliente_13,9.64,9.27
Planta_2,Centro_1,Producto_4,Cliente_13,4.4,3.92
Planta_2,Centro_1,Producto_5,Cliente_13,6.0,12.53
Planta_2,Centro_1,Producto_1,Cliente_14,7.66,3.6
Planta_2,Centro_1,Producto_2,Cliente_14,2.58,7.83
Planta_2,Centro_1,Producto_3,Cliente_14,4.36,5.79
Planta_2,Centro_1,Producto_4,Cliente_14,4.25,12.64
Planta_2,Centro_1,Producto_5,Cliente_14,9.43,7.86
Planta_2,Centro_1,Producto_1,Cliente_15,9.25,6.86
Planta_2,Centro_1,Producto_2,Cliente_15,5.81,5.71
Planta_2,Centro_1,Producto_3,Cliente_15,7.12,14.75
Planta_2,Centro_1,Producto_4,Cliente_15,6.83,7.29
Planta_2,Centro_1,Producto_5,Cliente_15,7.18,4.48
Planta_2,Centro_1,Producto_1,Cliente_16,9.11,9.04
Planta_2,Centro_1,Producto_2,Cliente_16,5.59,10.03
Planta_2,Centro_1,Producto_3,Cliente_16,7.0,3.86
Planta_2,Centro_1,Producto_4,Cliente_16,7.46,5.9
Planta_2,Centro_1,Producto_5,Cliente_16,7.71,12.87
Planta_2,Centro_1,Producto_1,Cliente_17,8.43,9.63
Planta_2,Centro_1,Producto_2,Cliente_17,6.16,4.71
Planta_2,Centro_1,Producto_3,Cliente_17,8.2,6.26
Planta_2,Centro_1,Producto_4,Cliente_17,5.97,6.41
Planta_2,Centro_1,Producto_5,Cliente_17,3.07,10.55
Planta_2,Centro_1,Producto_1,Cliente_18,2.43,11.98
Planta_2,Centro_1,Producto_2,Cliente_18,4.54,3.0
Planta_2,Centro_1,Producto_3,Cliente_18,6.09,3.56
Planta_2,Centro_1,Producto_4,Cliente_18,4.21,11.48
Planta_2,Centro_1,Producto_5,Cliente_18,2.5,13.07
Planta_2,Centro_1,Producto_1,Cliente_19,2.03,5.96
Planta_2,Centro_1,Producto_2,Cliente_19,7.93,6.8
Planta_2,Centro_1,Producto_3,Cliente_19,2.82,7.32
Planta_2,Centro_1,Producto_4,Cliente_19,4.16,13.11
Planta_2,Centro_1,Producto_5,Cliente_19,4.51,12.47
Planta_2,Centro_1,Producto_1,Cliente_20,9.13,8.21
Planta_2,Centro_1,Producto_2,Cliente_20,9.28,7.53
Planta_2,Centro_1,Producto_3,Cliente_20,9.71,4.07
Planta_2,Centro_1,Producto_4,Cliente_20,7.5,8.93
Planta_2,Centro_1,Producto_5,Cliente_20,5.1,10.59
Planta_2,Centro_2,Producto_1,Cliente_1,7.63,3.05
Planta_2,Centro_2,Producto_2,Cliente_1,3.34,11.56
Planta_2,Centro_2,Producto_3,Cliente_1,7.33,14.59
Planta_2,Centro_2,Producto_4,Cliente_1,8.09,14.41
Planta_2,Centro_2,Producto_5,Cliente_1,7.62,6.58
Planta_2,Centro_2,Producto_1,Cliente_2,2.84,12.38
Planta_2,Centro_2,Producto_2,Cliente_2,7.15,3.58
Planta_2,Centro_2,Producto_3,Cliente_2,4.88,14.48
Planta_2,Centro_2,Producto_4,Cliente_2,6.0,8.19
Planta_2,Centro_2,Producto_5,Cliente_2,5.66,5.51
Planta_2,Centro_2,Producto_1,Cliente_3,4.95,7.44
Planta_2,Centro_2,Producto_2,Cliente_3,2.42,12.21
Planta_2,Centro_2,Producto_3,Cliente_3,5.33,12.87
Planta_2,Centro_2,Producto_4,Cliente_3,8.8,5.54
Planta_2,Centro_2,Producto_5,Cliente_3,7.26,8.67
Planta_2,Centro_2,Producto_1,Cliente_4,9.04,5.59
Planta_2,Centro_2,Producto_2,Cliente_4,7.42,10.29
Planta_2,Centro_2,Producto_3,Cliente_4,4.36,4.64
Planta_2,Centro_2,Producto_4,Cliente_4,7.21,11.86
Planta_2,Centro_2,Producto_5,Cliente_4,4.53,10.74
Planta_2,Centro_2,Producto_1,Cliente_5,5.16,11.56
Planta_2,Centro_2,Producto_2,Cliente_5,3.59,13.68
Planta_2,Centro_2,Producto_3,Cliente_5,4.3,7.41
Planta_2,Centro_2,Producto_4,Cliente_5,2.46,4.34
Planta_2,Centro_2,Producto_5,Cliente_5,6.13,6.21
Planta_2,Centro_2,Producto_1,Cliente_6,8.68,3.18
Planta_2,Centro_2,Producto_2,Cliente_6,5.03,7.05
Planta_2,Centro_2,Producto_3,Cliente_6,2.15,4.49
Planta_2,Centro_2,Producto_4,Cliente_6,5.31,8.91
Planta_2,Centro_2,Producto_5,Cliente_6,5.23,9.37
Planta_2,Centro_2,Producto_1,Cliente_7,6.76,3.12
Planta_2,Centro_2,Producto_2,Cliente_7,5.71,14.56
Planta_2,Centro_2,Producto_3,Cliente_7,6.15,11.13
Planta_2,Centro_2,Producto_4,Cliente_7,4.49,12.29
Planta_2,Centro_2,Producto_5,Cliente_7,8.18,9.26
Planta_2,Centro_2,Producto_1,Cliente_8,9.81,4.51
Planta_2,Centro_2,Producto_2,Cliente_8,2.14,12.24
Planta_2,Centro_2,Producto_3,Cliente_8,8.46,4.44
Planta_2,Centro_2,Producto_4,Cliente_8,4.12,3.21
Planta_2,Centro_2,Producto_5,Cliente_8,4.35,12.28
Planta_2,Centro_2,Producto_1,Cliente_9,6.14,7.18
Planta_2,Centro_2,Producto_2,Cliente_9,4.97,3.02
Planta_2,Centro_2,Producto_3,Cliente_9,4.4,10.76
Planta_2,Centro_2,Producto_4,Cliente_9,9.79,13.16
Planta_2,Centro_2,Producto_5,Cliente_9,2.19,13.78
Planta_2,Centro_2,Producto_1,Cliente_10,8.27,12.36
Planta_2,Centro_2,Producto_2,Cliente_10,5.66,7.78
Planta_2,Centro_2,Producto_3,Cliente_10,4.42,3.79
Planta_2,Centro_2,Producto_4,Cliente_10,3.83,5.96
Planta_2,Centro_2,Producto_5,Cliente_10,5.87,11.97
Planta_2,Centro_2,Producto_1,Cliente_11,5.79,3.69
Planta_2,Centro_2,Producto_2,Cliente_11,9.66,14.31
Planta_2,Centro_2,Producto_3,Cliente_11,8.28,14.9
Planta_2,Centro_2,Producto_4,Cliente_11,6.36,14.55
Planta_2,Centro_2,Producto_5,Cliente_11,2.6,7.39
Planta_2,Centro_2,Producto_1,Cliente_12,3.8,5.35
Planta_2,Centro_2,Producto_2,Cliente_12,3.13,10.47
Planta_2,Centro_2,Producto_3,Cliente_12,8.25,9.94
Planta_2,Centro_2,Producto_4,Cliente_12,3.18,12.73
Planta_2,Centro_2,Producto_5,Cliente_12,7.09,7.66
Planta_2,Centro_2,Producto_1,Cliente_13,7.39,6.12
Planta_2,Centro_2,Producto_2,Cliente_13,4.76,14.01
Planta_2,Centro_2,Producto_3,Cliente_13,4.32,8.64
Planta_2,Centro_2,Producto_4,Cliente_13,9.12,11.49
Planta_2,Centro_2,Producto_5,Cliente_13,2.5,4.77
Planta_2,Centro_2,Producto_1,Cliente_14,2.06,10.57
Planta_2,Centro_2,Producto_2,Cliente_14,5.58,4.61
Planta_2,Centro_2,Producto_3,Cliente_14,9.66,9.36
Planta_2,Centro_2,Producto_4,Cliente_14,3.94,9.01
Planta_2,Centro_2,Producto_5,Cliente_14,7.44,3.91
Planta_2,Centro_2,Producto_1,Cliente_15,4.2,12.68
Planta_2,Centro_2,Producto_2,Cliente_15,5.68,9.56
Planta_2,Centro_2,Producto_3,Cliente_15,5.46,3.53
Planta_2,Centro_2,Producto_4,Cliente_15,3.33,8.35
Planta_2,Centro_2,Producto_5,Cliente_15,3.67,3.6
Planta_2,Centro_2,Producto_1,Cliente_16,8.75,14.77
Planta_2,Centro_2,Producto_2,Cliente_16,8.35,13.25
Planta_2,Centro_2,Producto_3,Cliente_16,3.94,14.53
Planta_2,Centro_2,Producto_4,Cliente_16,3.58,14.42
Planta_2,Centro_2,Producto_5,Cliente_16,9.96,11.54
Planta_2,Centro_2,Producto_1,Cliente_17,9.85,9.83
Planta_2,Centro_2,Producto_2,Cliente_17,4.08,8.24
Planta_2,Centro_2,Producto_3,Cliente_17,6.75,3.88
Planta_2,Centro_2,Producto_4,Cliente_17,6.98,14.77
Planta_2,Centro_2,Producto_5,Cliente_17,3.52,12.51
Planta_2,Centro_2,Producto_1,Cliente_18,9.26,14.32
Planta_2,Centro_2,Producto_2,Cliente_18,9.68,9.26
Planta_2,Centro_2,Producto_3,Cliente_18,9.82,12.09
Planta_2,Centro_2,Producto_4,Cliente_18,3.29,8.72
Planta_2,Centro_2,Producto_5,Cliente_18,7.75,5.97
Planta_2,Centro_2,Producto_1,Cliente_19,7.12,11.0
Planta_2,Centro_2,Producto_2,Cliente_19,3.3,9.78
Planta_2,Centro_2,Producto_3,Cliente_19,8.17,8.99
Planta_2,Centro_2,Producto_4,Cliente_19,2.1,3.11
Planta_2,Centro_2,Producto_5,Cliente_19,4.86,14.11
Planta_2,Centro_2,Producto_1,Cliente_20,3.83,10.61
Planta_2,Centro_2,Producto_2,Cliente_20,3.78,6.86
Planta_2,Centro_2,Producto_3,Cliente_20,8.78,11.75
Planta_2,Centro_2,Producto_4,Cliente_20,2.76,8.14
Planta_2,Centro_2,Producto_5,Cliente_20,2.23,8.77
Planta_2,Centro_3,Producto_1,Cliente_1,7.3,4.42
Planta_2,Centro_3,Producto_2,Cliente_1,4.31,7.77
Planta_2,Centro_3,Producto_3,Cliente_1,9.36,14.92
Planta_2,Centro_3,Producto_4,Cliente_1,2.36,12.13
Planta_2,Centro_3,Producto_5,Cliente_1,4.97,7.71
Planta_2,Centro_3,Producto_1,Cliente_2,8.03,14.02
Planta_2,Centro_3,Producto_2,Cliente_2,9.61,9.93
Planta_2,Centro_3,Producto_3,Cliente_2,4.86,12.45
Planta_2,Centro_3,Producto_4,Cliente_2,4.01,9.77
Planta_2,Centro_3,Producto_5,Cliente_2,4.87,10.88
Planta_2,Centro_3,Producto_1,Cliente_3,3.92,5.3
Planta_2,Centro_3,Producto_2,Cliente_3,9.35,4.22
Planta_2,Centro_3,Producto_3,Cliente_3,6.05,5.65
Planta_2,Centro_3,Producto_4,Cliente_3,2.31,3.43
Planta_2,Centro_3,Producto_5,Cliente_3,3.4,13.4
Planta_2,Centro_3,Producto_1,Cliente_4,4.26,14.41
Planta_2,Centro_3,Producto_2,Cliente_4,6.65,8.24
Planta_2,Centro_3,Producto_3,Cliente_4,6.64,9.2
Planta_2,Centro_3,Producto_4,Cliente_4,8.07,6.39
Planta_2,Centro_3,Producto_5,Cliente_4,4.82,13.73
Planta_2,Centro_3,Producto_1,Cliente_5,9.57,13.71
Planta_2,Centro_3,Producto_2,Cliente_5,5.36,12.36
Planta_2,Centro_3,Producto_3,Cliente_5,5.81,8.97
Planta_2,Centro_3,Producto_4,Cliente_5,3.64,10.09
Planta_2,Centro_3,Producto_5,Cliente_5,3.49,6.98
Planta_2,Centro_3,Producto_1,Cliente_6,8.84,5.48
Planta_2,Centro_3,Producto_2,Cliente_6,2.57,3.83
Planta_2,Centro_3,Producto_3,Cliente_6,9.53,9.08
Planta_2,Centro_3,Producto_4,Cliente_6,5.28,12.73
Planta_2,Centro_3,Producto_5,Cliente_6,8.69,6.99
Planta_2,Centro_3,Producto_1,Cliente_7,7.55,12.25
Planta_2,Centro_3,Producto_2,Cliente_7,7.24,4.82
Planta_2,Centro_3,Producto_3,Cliente_7,9.01,9.47
Planta_2,Centro_3,Producto_4,Cliente_7,4.26,8.1
Planta_2,Centro_3,Producto_5,Cliente_7,2.3,4.53
Planta_2,Centro_3,Producto_1,Cliente_8,8.12,3.0
Planta_2,Centro_3,Producto_2,Cliente_8,5.33,9.27
Planta_2,Centro_3,Producto_3,Cliente_8,2.44,14.68
Planta_2,Centro_3,Producto_4,Cliente_8,3.81,6.65
Planta_2,Centro_3,Producto_5,Cliente_8,4.43,5.76
Planta_2,Centro_3,Producto_1,Cliente_9,2.01,11.75
Planta_2,Centro_3,Producto_2,Cliente_9,9.73,5.69
Planta_2,Centro_3,Producto_3,Cliente_9,7.3,11.9
Planta_2,Centro_3,Producto_4,Cliente_9,8.79,8.07
Planta_2,Centro_3,Producto_5,Cliente_9,4.42,6.9
Planta_2,Centro_3,Producto_1,Cliente_10,7.7,12.8
Planta_2,Centro_3,Producto_2,Cliente_10,3.45,7.45
Planta_2,Centro_3,Producto_3,Cliente_10,9.22,12.68
Planta_2,Centro_3,Producto_4,Cliente_10,9.88,12.05
Planta_2,Centro_3,Producto_5,Cliente_10,5.15,10.09
Planta_2,Centro_3,Producto_1,Cliente_11,7.29,3.94
Planta_2,Centro_3,Producto_2,Cliente_11,6.36,11.51
Planta_2,Centro_3,Producto_3,Cliente_11,3.34,12.37
Planta_2,Centro_3,Producto_4,Cliente_11,6.67,14.43
Planta_2,Centro_3,Producto_5,Cliente_11,2.34,6.18
Planta_2,Centro_3,Producto_1,Cliente_12,6.81,6.56
Planta_2,Centro_3,Producto_2,Cliente_12,7.72,12.11
Planta_2,Centro_3,Producto_3,Cliente_12,2.82,9.17
Planta_2,Centro_3,Producto_4,Cliente_12,6.07,7.43
Planta_2,Centro_3,Producto_5,Cliente_12,9.46,12.93
Planta_2,Centro_3,Producto_1,Cliente_13,7.58,11.57
Planta_2,Centro_3,Producto_2,Cliente_13,5.69,14.05
Planta_2,Centro_3,Producto_3,Cliente_13,7.56,11.75
Planta_2,Centro_3,Producto_4,Cliente_13,8.89,6.29
Planta_2,Centro_3,Producto_5,Cliente_13,8.46,5.34
